provider,sample_id,stratum,entity_name,probe_symbol,raw_ohlcv,open_close_semantics,adjusted_close,adjustment_method,splits,dividends,listing_date,delisting_date,delisting_reason,historical_exchange_security_type,identifier_mapping,ticker_validity_intervals
eodhd,pre2018_bsc,pre_2018_delisted,The Bear Stearns Companies Inc.,BSC.US,documented,documented_partial,documented,documented_partial,documented_gap,documented_gap,documented_partial,documented_partial,not_documented,documented_partial,documented_partial,documented_partial
eodhd,pre2018_cfc,pre_2018_delisted,Countrywide Financial Corporation,CFC.US,documented,documented_partial,documented,documented_partial,documented_gap,documented_gap,documented_partial,documented_partial,not_documented,documented_partial,documented_partial,documented_partial
eodhd,post2018_jcpnq,post_2018_delisted,"J. C. Penney Company, Inc.",JCP.US,documented,documented_partial,documented,documented_partial,documented_gap,documented_gap,documented_partial,documented_partial,not_documented,documented_partial,documented_partial,documented_partial
eodhd,post2018_chkaq,post_2018_delisted,Chesapeake Energy Corporation (old equity),CHK.US,documented,documented_partial,documented,documented_partial,documented_gap,documented_gap,documented_partial,documented_partial,not_documented,documented_partial,documented_partial,documented_partial
eodhd,post2018_wll,post_2018_delisted,Whiting Petroleum Corporation (old equity),WLL.US,documented,documented_partial,documented,documented_partial,documented_gap,documented_gap,documented_partial,documented_partial,not_documented,documented_partial,documented_partial,documented_partial
eodhd,post2018_cbl,post_2018_delisted,"CBL & Associates Properties, Inc. (old equity)",CBL.US,documented,documented_partial,documented,documented_partial,documented_gap,documented_gap,documented_partial,documented_partial,not_documented,documented_partial,documented_partial,documented_partial
alpha_vantage,active_aapl,active,Apple Inc.,AAPL,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
alpha_vantage,active_msft,active,Microsoft Corporation,MSFT,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
alpha_vantage,active_cost,active,Costco Wholesale Corporation,COST,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
alpha_vantage,active_mnst,active,Monster Beverage Corporation,MNST,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
alpha_vantage,acquired_twtr,acquired,"Twitter, Inc.",TWTR,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed,not_documented,observed,not_documented,not_documented
alpha_vantage,acquired_atvi,acquired,"Activision Blizzard, Inc.",ATVI,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed,not_documented,observed,not_documented,not_documented
alpha_vantage,acquired_vmw,acquired,"VMware, Inc.",VMW,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
alpha_vantage,acquired_splk,acquired,Splunk Inc.,SPLK,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed,not_documented,observed,not_documented,not_documented
alpha_vantage,bankrupt_bbbyq,bankrupt,Bed Bath & Beyond Inc.,BBBY,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
alpha_vantage,bankrupt_sivbq,bankrupt,SVB Financial Group,SIVB,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed_gap,observed_gap,not_documented,observed_gap,not_documented,not_documented
alpha_vantage,bankrupt_revq,bankrupt,"Revlon, Inc.",REV,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed_gap,observed_gap,not_documented,observed_gap,not_documented,not_documented
alpha_vantage,bankrupt_yellq,bankrupt,Yellow Corporation,YELL,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed_gap,observed_gap,not_documented,observed_gap,not_documented,not_documented
alpha_vantage,otc_fnma,otc_moved,Federal National Mortgage Association,FNMA,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed_gap,observed_gap,not_documented,observed_gap,not_documented,not_documented
alpha_vantage,otc_fmcc,otc_moved,Federal Home Loan Mortgage Corporation,FMCC,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed_gap,observed_gap,not_documented,observed_gap,not_documented,not_documented
alpha_vantage,otc_lkncy,otc_moved,Luckin Coffee Inc.,LK,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed_gap,observed_gap,not_documented,observed_gap,not_documented,not_documented
alpha_vantage,otc_didiy,otc_moved,DiDi Global Inc.,DIDI,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed_gap,observed_gap,not_documented,observed_gap,not_documented,not_documented
alpha_vantage,recycled_gm,ticker_recycled,General Motors Company,GM,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
alpha_vantage,recycled_s,ticker_recycled,"SentinelOne, Inc.",S,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed,not_documented,observed,not_documented,not_documented
alpha_vantage,recycled_czr,ticker_recycled,"Caesars Entertainment, Inc.",CZR,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed,not_documented,observed,not_documented,not_documented
alpha_vantage,recycled_life,ticker_recycled,"aTyr Pharma, Inc.",LIFE,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
alpha_vantage,multiclass_brkb,multi_class,Berkshire Hathaway Inc. Class B,BRK.B,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
alpha_vantage,multiclass_goog,multi_class,Alphabet Inc. Class C,GOOG,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
alpha_vantage,multiclass_fox,multi_class,Fox Corporation Class B,FOX,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
alpha_vantage,multiclass_nws,multi_class,News Corporation Class B,NWS,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
alpha_vantage,reverse_ge,reverse_split,General Electric Company,GE,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
alpha_vantage,reverse_c,reverse_split,Citigroup Inc.,C,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
alpha_vantage,reverse_aig,reverse_split,"American International Group, Inc.",AIG,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
alpha_vantage,reverse_bkng,reverse_split,Booking Holdings Inc.,BKNG,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
alpha_vantage,pre2018_enrnq,pre_2018_delisted,Enron Corp.,ENE,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed_gap,observed_gap,not_documented,observed_gap,not_documented,not_documented
alpha_vantage,pre2018_lehmq,pre_2018_delisted,Lehman Brothers Holdings Inc.,LEH,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed_gap,observed_gap,not_documented,observed_gap,not_documented,not_documented
alpha_vantage,pre2018_bsc,pre_2018_delisted,The Bear Stearns Companies Inc.,BSC,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed_gap,observed_gap,not_documented,observed_gap,not_documented,not_documented
alpha_vantage,pre2018_cfc,pre_2018_delisted,Countrywide Financial Corporation,CFC,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed_gap,observed_gap,not_documented,observed_gap,not_documented,not_documented
alpha_vantage,post2018_jcpnq,post_2018_delisted,"J. C. Penney Company, Inc.",JCP,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed_gap,observed_gap,not_documented,observed_gap,not_documented,not_documented
alpha_vantage,post2018_chkaq,post_2018_delisted,Chesapeake Energy Corporation (old equity),CHK,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed,not_documented,observed,not_documented,not_documented
alpha_vantage,post2018_wll,post_2018_delisted,Whiting Petroleum Corporation (old equity),WLL,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed,not_documented,observed,not_documented,not_documented
alpha_vantage,post2018_cbl,post_2018_delisted,"CBL & Associates Properties, Inc. (old equity)",CBL,documented_partial,not_documented,access_required,documented_partial,documented,documented,observed,observed_gap,not_documented,observed,not_documented,not_documented
crsp,active_aapl,active,Apple Inc.,sec-cik:0000320193:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,active_msft,active,Microsoft Corporation,sec-cik:0000789019:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,active_cost,active,Costco Wholesale Corporation,sec-cik:0000909832:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,active_mnst,active,Monster Beverage Corporation,sec-cik:0000865752:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,acquired_twtr,acquired,"Twitter, Inc.",sec-cik:0001418091:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,acquired_atvi,acquired,"Activision Blizzard, Inc.",sec-cik:0000718877:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,acquired_vmw,acquired,"VMware, Inc.",sec-cik:0001124610:class-a,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,acquired_splk,acquired,Splunk Inc.,sec-cik:0001353283:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,bankrupt_bbbyq,bankrupt,Bed Bath & Beyond Inc.,sec-cik:0000886158:common-cancelled,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,bankrupt_sivbq,bankrupt,SVB Financial Group,sec-cik:0000719739:common-cancelled,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,bankrupt_revq,bankrupt,"Revlon, Inc.",sec-cik:0000887921:class-a-cancelled,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,bankrupt_yellq,bankrupt,Yellow Corporation,sec-cik:0000716006:common-cancelled,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,otc_fnma,otc_moved,Federal National Mortgage Association,sec-cik:0000310522:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,otc_fmcc,otc_moved,Federal Home Loan Mortgage Corporation,sec-cik:0001026214:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,otc_lkncy,otc_moved,Luckin Coffee Inc.,sec-cik:0001767582:ads,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,otc_didiy,otc_moved,DiDi Global Inc.,sec-cik:0001764757:ads,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,recycled_gm,ticker_recycled,General Motors Company,sec-cik:0001467858:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,recycled_s,ticker_recycled,"SentinelOne, Inc.",sec-cik:0001583708:class-a,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,recycled_czr,ticker_recycled,"Caesars Entertainment, Inc.",sec-cik:0001590895:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,recycled_life,ticker_recycled,"aTyr Pharma, Inc.",sec-cik:0001339970:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,multiclass_brkb,multi_class,Berkshire Hathaway Inc. Class B,sec-cik:0001067983:class-b,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,multiclass_goog,multi_class,Alphabet Inc. Class C,sec-cik:0001652044:class-c,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,multiclass_fox,multi_class,Fox Corporation Class B,sec-cik:0001754301:class-b,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,multiclass_nws,multi_class,News Corporation Class B,sec-cik:0001564708:class-b,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,reverse_ge,reverse_split,General Electric Company,sec-cik:0000040545:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,reverse_c,reverse_split,Citigroup Inc.,sec-cik:0000831001:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,reverse_aig,reverse_split,"American International Group, Inc.",sec-cik:0000005272:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,reverse_bkng,reverse_split,Booking Holdings Inc.,sec-cik:0001075531:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,pre2018_enrnq,pre_2018_delisted,Enron Corp.,sec-cik:0001024401:common-cancelled,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,pre2018_lehmq,pre_2018_delisted,Lehman Brothers Holdings Inc.,sec-cik:0000806085:common-cancelled,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,pre2018_bsc,pre_2018_delisted,The Bear Stearns Companies Inc.,sec-cik:0000777001:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,pre2018_cfc,pre_2018_delisted,Countrywide Financial Corporation,sec-cik:0000025191:common,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,post2018_jcpnq,post_2018_delisted,"J. C. Penney Company, Inc.",sec-cik:0001166126:common-cancelled,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,post2018_chkaq,post_2018_delisted,Chesapeake Energy Corporation (old equity),sec-cik:0000895126:common-cancelled,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,post2018_wll,post_2018_delisted,Whiting Petroleum Corporation (old equity),sec-cik:0001255474:common-cancelled,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
crsp,post2018_cbl,post_2018_delisted,"CBL & Associates Properties, Inc. (old equity)",sec-cik:0000910612:common-cancelled,documented_gap,documented_gap,documented_partial,documented,documented,documented,documented,documented,documented,documented,documented_partial,documented
